5258.0,2951.0,0.8264181606554613,1.0,467.0
5258.0,5056.0,0.9491403551228047,0.0,232.0
5258.0,5157.0,0.9176716304742696,0.0,235.0
5258.0,4558.0,0.9287207740971751,0.0,235.0
5258.0,5658.0,0.8272397825523841,1.0,289.0
5258.0,5062.0,0.9512039265081058,0.5,241.0
816.0,5532.0,0.8065078738277685,1.0,359.0
816.0,1250.0,0.8285324972420882,-1.0,347.0
3656.0,5532.0,0.8202386000212141,1.0,380.0
3656.0,2743.0,0.9373891951943898,0.0,236.0
3656.0,4044.0,0.9028105912519271,0.0,223.0
3656.0,3554.0,0.8739504269963809,0.0,230.0
3656.0,3555.0,0.8893659403560729,0.0,235.0
3656.0,3956.0,0.8885744288117613,0.0,226.0
3656.0,6358.0,0.8190395879862614,1.0,324.0
3656.0,4163.0,0.9542159240191468,0.0,232.0
2527.0,6321.0,0.8541905391730631,1.0,355.0
2527.0,2026.0,0.8623087639105782,0.0,222.0
2527.0,5532.0,0.8163987796852481,1.0,326.0
6202.0,6321.0,0.8852576654584352,1.0,372.0
6202.0,5532.0,0.8676778461377095,1.0,337.0
6146.0,1407.0,0.8426904422081163,1.0,354.0
6146.0,2307.0,0.8176375631111164,1.0,328.0
6146.0,4016.0,0.8009453092901846,1.0,355.0
6146.0,6321.0,0.847418173370437,1.0,392.0
6146.0,5030.0,0.8986489146039631,0.5,274.0
6146.0,5430.0,0.8005497666460176,1.0,265.0
6146.0,5532.0,0.8312318390509551,1.0,376.0
6146.0,2033.0,0.8185783160252668,1.0,356.0
6146.0,5645.0,0.8544653826083319,0.0,232.0
6146.0,4163.0,0.8097430717605926,-1.0,410.0
1835.0,6321.0,0.8084465781022673,1.0,387.0
1835.0,1225.0,0.8585262269967295,0.0,228.0
1835.0,5532.0,0.819500352880125,1.0,392.0
1835.0,5433.0,0.8381225438289697,-1.0,364.0
1835.0,1740.0,0.8186375426671053,1.0,456.0
1835.0,1843.0,0.9831009332657066,0.5,248.0
1835.0,4163.0,0.8295731264518483,-1.0,365.0
4714.0,4307.0,0.8996520813469757,0.5,254.0
4714.0,4709.0,0.8460289348618504,1.0,302.0
4714.0,5310.0,0.8062766387406044,-1.0,377.0
4714.0,4516.0,0.9475086983068213,0.0,236.0
4714.0,4616.0,0.9052852284292835,0.0,238.0
4714.0,4618.0,0.9542308011581632,0.0,233.0
4714.0,5532.0,0.8230031794051846,1.0,347.0
6358.0,4206.0,0.8371726436386734,0.5,274.0
6358.0,6321.0,0.8610798046192841,1.0,340.0
6358.0,6223.0,0.8052891257207008,1.0,322.0
6358.0,1225.0,0.9132562650107976,-1.0,382.0
6358.0,5425.0,0.8023890630807118,-1.0,408.0
6358.0,728.0,0.8885922391301722,1.0,444.0
6358.0,1831.0,0.8411647156391626,-1.0,427.0
6358.0,5031.0,0.8785500201445173,-1.0,411.0
6358.0,5532.0,0.8457661498473159,1.0,349.0
6358.0,6432.0,0.8030571471252778,-1.0,400.0
6358.0,5433.0,0.8598134998913138,-1.0,401.0
6358.0,3739.0,0.830547594919466,-1.0,428.0
6358.0,5541.0,0.8562196174423146,-1.0,410.0
6358.0,6147.0,0.8350805974032405,-1.0,366.0
6358.0,2148.0,0.8330510057636764,-1.0,344.0
6358.0,6148.0,0.924870265965004,-1.0,387.0
6358.0,5950.0,0.8709614697813131,-1.0,344.0
6358.0,6051.0,0.944336177335843,-1.0,362.0
6358.0,1652.0,0.8218157326232911,-1.0,414.0
6358.0,6253.0,0.9717333146297813,-1.0,354.0
6358.0,6054.0,0.9168359308479623,-1.0,341.0
6358.0,5655.0,0.8828515886124376,-1.0,451.0
6358.0,3856.0,0.9310252413476656,-1.0,326.0
6358.0,3958.0,0.8983241958028838,-1.0,410.0
6358.0,5859.0,0.9316024870378974,-1.0,341.0
6358.0,4060.0,0.811188582022536,-1.0,458.0
6358.0,4960.0,0.8740417856145427,-1.0,427.0
6358.0,4662.0,0.8674015706134555,-1.0,443.0
6358.0,5762.0,0.9439459799768588,-1.0,366.0
